,task_id,territory,geo_object_id,active_article_ids,wave,report_id,article_id
211,12238009,КЕМЕРОВО,16156,1537682,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370891.0,1537682.0
212,12238009,КЕМЕРОВО,16156,1537705,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370892.0,1537705.0
213,12237962,КЕМЕРОВО,16154,1429584,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370636.0,1429584.0
214,12237962,КЕМЕРОВО,16154,1429654,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370638.0,1429654.0
215,12237962,КЕМЕРОВО,16154,1143588,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370639.0,1143588.0
216,12237962,КЕМЕРОВО,16154,678402,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370640.0,678402.0
217,12237962,КЕМЕРОВО,16154,630019,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370641.0,630019.0
218,12237962,КЕМЕРОВО,16154,1363112,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370642.0,1363112.0
219,12237962,КЕМЕРОВО,16154,953282,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370643.0,953282.0
220,12237962,КЕМЕРОВО,16154,1458913,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370644.0,1458913.0
221,12237962,КЕМЕРОВО,16154,1458914,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370645.0,1458914.0
222,12237962,КЕМЕРОВО,16154,1458915,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370646.0,1458915.0
223,12237962,КЕМЕРОВО,16154,1143589,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370647.0,1143589.0
224,12237962,КЕМЕРОВО,16154,707695,lm_zs_2020_52_KVI_LOCAL-24-12-11,98370648.0,707695.0
